TCGA-A6-6141	0	0	0	0	0	0	6	6	0	0	318	500
TCGA-AA-3518	0	0	0	0	0	0	4	3	3	0	183	226
TCGA-AA-3555	0	0	0	0	0	0	4	13	0	0	359	516
TCGA-AA-3977	0	0	0	0	0	0	19	17	1	1	1059	1755
TCGA-AA-A00N	0	0	0	0	0	0	10	19	1	1	1437	2818
TCGA-AD-6964	0	0	0	0	0	0	4	4	2	1	180	184
TCGA-AZ-4315	0	0	0	0	0	0	15	32	1	0	1790	3085
TCGA-CA-6717	0	0	0	0	0	0	54	107	2	1	1520	2894
TCGA-CA-6718	0	0	0	0	0	0	24	41	0	1	775	1338
TCGA-D5-6540	0	0	0	0	0	0	14	8	0	0	211	262
TCGA-EI-6917	0	0	0	0	0	0	11	15	0	0	1987	3281
TCGA-F5-6814	0	0	0	0	0	0	46	81	3	1	1739	2828
