TCGA-A6-6141	0	0	0	0	0	0	7	6	0	0	390	579
TCGA-AA-3518	0	0	0	0	0	0	6	5	0	3	156	170
TCGA-AA-3555	0	0	0	0	0	0	7	6	0	0	400	570
TCGA-AA-3977	0	0	0	0	0	0	10	30	0	0	1223	1890
TCGA-AA-A00N	0	0	0	0	0	0	14	25	0	0	1657	2921
TCGA-AD-6964	0	0	0	0	0	0	7	5	2	0	154	146
TCGA-AZ-4315	0	0	0	0	0	0	12	18	1	0	2052	3308
TCGA-CA-6717	0	0	0	0	0	0	65	122	3	0	1770	3299
TCGA-CA-6718	0	0	0	0	0	0	23	53	0	1	787	1506
TCGA-D5-6540	0	0	0	0	0	0	8	9	1	0	188	207
TCGA-EI-6917	0	0	0	0	0	0	16	18	0	0	2219	3506
TCGA-F5-6814	0	0	0	0	0	0	50	76	2	1	1980	3099
