TCGA-A5-A0G9	148	162	933	918	511	554	772	770	87	96	2493	2478
TCGA-A5-A0GA	73	54	563	521	112	112	625	589	80	79	1934	1905
TCGA-A5-A0GB	134	139	1339	1314	259	248	979	924	176	197	4438	4545
TCGA-A5-A0GD	0	0	17	14	0	0	0	0	0	0	0	0
TCGA-A5-A0GH	107	138	910	890	80	72	585	588	116	122	2892	2875
TCGA-A5-A0GI	48	45	652	668	113	130	701	672	116	115	2204	2122
TCGA-A5-A0GW	82	74	762	762	92	104	411	409	67	80	2398	2292
TCGA-A5-A0VP	254	219	2390	2437	307	246	1030	1120	297	287	15624	15684
TCGA-A5-A0VQ	77	75	460	433	76	66	400	355	88	65	3022	3007
TCGA-A5-A2K3	131	161	1296	1302	177	172	1433	1433	127	127	13726	13719
TCGA-A5-A2K7	89	107	917	850	133	149	764	703	88	88	4834	4877
TCGA-A5-A7WJ	242	215	959	921	162	157	714	688	105	132	2601	2520
TCGA-A6-2672	594	674	3139	3232	267	281	1572	1619	90	94	4764	4899
TCGA-A6-3809	706	650	2676	2877	345	346	1797	1778	232	185	6584	6607
TCGA-A6-5665	624	621	4715	4436	475	471	2203	2249	199	202	10229	10119
TCGA-A6-6653	304	317	1551	1436	142	136	1175	1196	95	92	8572	8597
TCGA-A6-6781	189	222	2051	2043	249	224	1541	1508	153	180	17413	17126
TCGA-AA-3492	676	624	4261	4287	702	641	2610	2506	329	324	14225	14203
TCGA-AA-3672	583	634	3750	3623	488	454	2350	2303	228	218	10645	10678
TCGA-AA-3713	338	332	1378	1358	307	327	1305	1317	175	182	7022	7002
TCGA-AA-3715	1248	1111	5796	5617	1480	1499	2700	2691	434	459	12088	11996
TCGA-AA-3811	569	578	4593	4650	1221	1223	1537	1466	206	196	5155	5059
TCGA-AA-3815	352	325	2715	2791	490	521	882	962	120	140	4989	4939
TCGA-AA-3821	248	233	1016	1036	369	395	1166	1146	245	258	5910	5917
TCGA-AA-3833	213	214	629	645	105	97	619	648	76	63	2198	2141
TCGA-AA-3864	570	510	2789	2723	384	361	2418	2524	148	174	23327	22732
TCGA-AA-3877	349	359	1809	1709	315	345	1099	1066	225	202	8117	8272
TCGA-AA-3949	539	524	2196	2280	407	407	1933	1919	286	277	8563	8673
TCGA-AA-3950	453	498	2396	2331	289	279	1790	1646	197	191	4199	4194
TCGA-AA-3966	867	895	2171	2139	399	416	1379	1366	199	197	3300	3345
TCGA-AA-A01P	255	254	1489	1532	254	265	1008	962	122	111	6073	5975
TCGA-AA-A01R	461	458	2535	2561	418	372	1814	1793	148	186	15789	15565
TCGA-AA-A022	273	256	2256	2260	292	258	1688	1668	213	159	11162	11347
TCGA-AA-A02R	674	670	2614	2588	695	681	1875	1757	283	272	6618	6268
TCGA-AD-6895	464	429	2375	2355	2073	1961	1278	1335	520	453	12409	12386
TCGA-AD-6964	258	325	4347	4239	1069	985	1710	1708	156	145	10002	9851
TCGA-AD-A5EJ	509	469	2588	2584	285	295	2137	2133	239	215	8725	8678
TCGA-AG-3891	431	423	2508	2564	354	349	410	398	121	115	2232	2175
TCGA-AG-3906	398	430	2585	2536	402	399	672	633	366	358	1735	1769
TCGA-AJ-A23O	674	651	2257	2267	805	784	1707	1611	244	263	3926	3783
TCGA-AJ-A2QO	215	213	2021	1936	165	177	1604	1545	297	307	7220	7174
TCGA-AJ-A3BG	149	122	1183	1147	108	80	846	815	107	123	11821	11904
TCGA-AJ-A3BH	262	216	2620	2590	315	299	3767	3813	209	222	25460	25141
TCGA-AJ-A3OJ	101	79	1289	1281	46	42	988	954	96	108	6478	6367
TCGA-AJ-A3OL	149	128	431	402	46	34	223	203	44	38	1993	1924
TCGA-AJ-A8CT	61	62	346	364	3	8	312	323	55	73	6505	6551
TCGA-AJ-A8CV	47	38	329	366	87	79	217	214	114	84	1544	1505
TCGA-AJ-A8CW	86	59	1019	984	150	137	722	754	123	109	4819	4761
TCGA-AM-5821	854	839	2394	2419	450	461	1938	1762	141	153	7467	7509
TCGA-AP-A054	723	719	7859	7809	918	846	744	776	120	152	3038	3081
TCGA-AP-A0LD	75	77	1205	1143	156	186	741	663	97	102	2866	2769
TCGA-AP-A0LE	82	78	1125	1062	135	174	715	738	81	88	3185	3247
TCGA-AP-A0LG	82	96	576	619	95	75	744	686	76	55	3054	2937
TCGA-AP-A0LP	49	51	515	582	52	46	353	374	147	137	2127	2051
TCGA-AP-A0LS	120	135	859	895	45	65	601	566	91	82	2350	2318
TCGA-AP-A0LT	111	128	989	898	134	157	715	676	110	143	4829	4739
TCGA-AP-A1DM	80	94	521	522	124	107	515	515	113	102	2317	2271
TCGA-AP-A1DO	147	165	919	837	397	376	442	485	131	122	3762	3577
TCGA-AP-A1DP	115	114	834	748	187	141	541	567	144	145	2804	2731
TCGA-AP-A1DR	79	68	994	930	95	83	971	1013	128	103	4635	4665
TCGA-AP-A1E1	163	153	914	962	208	207	983	968	157	163	3517	3450
TCGA-AU-6004	256	252	1740	1777	156	125	963	970	101	116	6940	6712
TCGA-AX-A05S	105	93	761	766	227	235	405	358	85	72	3846	3986
TCGA-AX-A05Y	22	33	287	284	30	28	149	147	55	41	1567	1634
TCGA-AX-A063	417	388	4540	4370	597	643	1414	1421	142	153	4969	4804
TCGA-AX-A064	83	86	749	731	89	89	371	384	83	79	1761	1813
TCGA-AX-A06H	40	53	676	681	108	114	362	358	139	118	2913	2830
TCGA-AX-A0J1	466	464	4361	4371	671	649	7093	6834	320	313	57661	56823
TCGA-AX-A1C4	132	129	1637	1616	207	211	1146	1053	147	181	5486	5534
TCGA-AX-A1C5	186	195	1338	1281	97	130	777	761	75	57	7237	7125
TCGA-AX-A1C9	144	135	1197	1228	103	102	567	604	61	78	9365	9202
TCGA-AX-A2HJ	273	268	8667	8683	507	482	1241	1289	261	224	6535	6597
TCGA-AX-A2IN	137	146	1063	1110	179	163	810	804	94	93	3560	3495
TCGA-AX-A3FS	84	106	1450	1519	101	93	890	849	146	132	4888	4839
TCGA-AX-A3G8	86	84	1023	1008	95	91	818	890	118	99	5710	5546
TCGA-AX-A3G9	172	192	940	969	173	176	866	906	97	91	4535	4505
TCGA-AY-6197	309	316	4108	3973	289	291	1438	1513	169	178	5696	5811
TCGA-AZ-4313	111	119	442	440	117	92	551	529	40	49	3465	3458
TCGA-AZ-6598	506	479	3593	3595	617	615	2714	2649	238	242	16054	16075
TCGA-B5-A0JR	232	246	1736	1732	212	233	1027	1025	77	105	3643	3612
TCGA-B5-A0JU	57	53	580	652	190	199	506	492	82	78	3183	3165
TCGA-B5-A0JV	23	28	376	333	127	144	494	481	70	74	2767	2799
TCGA-B5-A0JZ	53	44	735	759	178	162	704	746	120	100	3494	3305
TCGA-B5-A0K6	56	63	683	677	173	194	711	702	84	58	2637	2674
TCGA-B5-A0K9	246	280	1404	1344	191	177	938	958	99	107	5002	5112
TCGA-B5-A11G	335	348	2781	2672	316	285	307	269	163	150	1846	1800
TCGA-B5-A11H	170	149	2017	1958	267	258	911	907	102	102	6308	6264
TCGA-B5-A11J	82	86	704	722	139	147	512	529	127	119	2965	3004
TCGA-B5-A11U	112	90	589	576	65	71	426	430	52	57	2435	2399
TCGA-B5-A1MW	346	349	3322	3239	398	388	450	422	86	98	1528	1544
TCGA-B5-A3FC	2268	2256	20182	20256	1834	1835	15021	14914	800	782	111249	110638
TCGA-B5-A5OC	202	219	1702	1750	364	358	1941	1792	128	134	6853	6830
TCGA-B7-5816	583	571	3236	3217	317	283	1499	1534	130	142	6688	6712
TCGA-B7-A5TI	199	156	863	883	163	188	732	736	185	184	4069	4092
TCGA-B7-A5TJ	300	288	278	269	110	135	250	237	66	76	1731	1608
TCGA-BG-A0LX	76	83	1164	1102	144	146	674	617	114	108	3124	3027
TCGA-BG-A0M0	33	37	150	167	54	61	187	193	75	78	1057	1027
TCGA-BG-A0M4	254	239	2504	2408	169	165	645	603	80	92	2859	2726
TCGA-BG-A0MQ	200	206	1296	1311	323	312	777	736	192	142	3794	3637
TCGA-BG-A0VW	150	145	699	727	100	120	642	628	129	140	3268	3313
TCGA-BG-A0VZ	116	106	529	529	87	73	447	418	116	131	2165	2111
TCGA-BG-A18B	37	60	551	542	45	34	480	522	82	74	2359	2442
