TCGA-A6-6141	0	0	0	0	0	0	10	8	1	1	807	587
TCGA-AA-3518	0	0	0	0	0	0	6	12	0	1	267	241
TCGA-AA-3555	0	0	0	0	0	0	11	7	0	0	874	595
TCGA-AA-3977	0	0	0	0	0	0	25	21	0	1	2783	1900
TCGA-AA-A00N	0	0	0	0	0	0	25	19	0	1	4261	2752
TCGA-AD-6964	0	0	0	0	0	0	6	10	1	1	255	233
TCGA-AZ-4315	0	0	0	0	0	0	30	21	1	1	4770	3388
TCGA-CA-6717	0	0	0	0	0	0	142	100	1	1	4866	3011
TCGA-CA-6718	0	0	0	0	0	0	52	39	4	1	2113	1397
TCGA-D5-6540	0	0	0	0	0	0	9	11	3	0	314	276
TCGA-EI-6917	0	0	0	0	0	0	38	21	2	0	5045	3546
TCGA-F5-6814	0	0	0	0	0	0	126	82	4	3	4632	3112
