TCGA-A6-6141	0	0	0	0	0	0	17	12	0	0	1516	981
TCGA-AA-3518	0	0	0	0	0	0	20	33	1	0	879	833
TCGA-AA-3555	0	0	0	0	0	0	16	11	1	1	1632	1245
TCGA-AA-3977	0	0	0	0	0	0	61	49	0	2	5803	3857
TCGA-AA-A00N	0	0	0	0	0	0	44	32	1	2	8668	5464
TCGA-AD-6964	0	0	0	0	0	0	22	27	0	1	773	704
TCGA-AZ-4315	0	0	0	0	0	0	65	51	0	1	10138	6897
TCGA-CA-6717	0	0	0	0	0	0	190	130	3	2	8568	5263
TCGA-CA-6718	0	0	0	0	0	0	85	59	1	1	3602	2359
TCGA-D5-6540	0	0	0	0	0	0	24	31	3	2	1082	945
TCGA-EI-6917	0	0	0	0	0	0	35	46	0	0	10178	7018
TCGA-F5-6814	0	0	0	0	0	0	188	148	11	8	9805	6767
