sample	SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS20	SBS21	SBS22	SBS23	SBS24	SBS25	SBS26	SBS27	SBS28	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS41	SBS42	SBS43	SBS44	SBS45	SBS46	SBS47	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS56	SBS57	SBS58	SBS59	SBS60
TCGA-BG-A0VZ-01A	0.116621973	0.005866072	0.009253889	0.006832387	0.01176555	0.227845045	0.005410121	0.0062885	0.003793181	0.005954165	0.005906786	0.008218975	0.008216369	0.014201813	0.008110881	0.008371157	0.006100988	0.012364076	0.039811022	0.008698704	0.007993624	0.00781451	0.007323289	0.017325643	0.024489163	0.008111857	0.005021061	0.021651098	0.006097023	0.009264763	0.010652706	0.004518794	0.003772915	0.006445283	0.01204047	0.008759035	0.013820837	0.009573407	0.00276414	0.008040716	0.005921673	0.007072562	0.008859519	0.01045397	0.008330529	0.005297443	0.011368217	0.005356763	0.05353999	0.008593926	0.008649012	0.003868039	0.003985193	0.015284297	0.005265944	0.006507445	0.00363266	0.008942082	0.072875808	0.005222294	0.005966731	0.00523145	0.005831166	0.00499818	0.003833118
TCGA-SL-A6JA-01A	0.149177011	0.004583146	0.003890527	0.005188125	0.006936029	0.232144936	0.007002207	0.004687334	0.00218456	0.003246958	0.004842488	0.004391414	0.002568162	0.010905332	0.008078475	0.011324097	0.001480777	0.005989935	0.032938614	0.012498786	0.003619037	0.004043377	0.007082547	0.008120397	0.025809758	0.004986821	0.003407237	0.009971242	0.004784444	0.004670083	0.014657893	0.00292153	0.004139604	0.006855458	0.009653262	0.004417714	0.014036674	0.015998899	0.00881531	0.003965513	0.00494052	0.0050576	0.004695975	0.002374659	0.005041928	0.003831304	0.012320543	0.002156514	0.210634558	0.005434339	0.006180883	0.00447573	0.001400565	0.001971766	0.005867989	0.005436236	0.002114666	0.003533194	0.021275585	0.001398905	0.002795938	0.003322073	0.003651228	0.002833714	0.001237874
TCGA-AP-A1DO-01A	0.202220291	0.0059712	0.006798985	0.004426548	0.009182362	0.072197839	0.005982166	0.005575936	0.005374268	0.005495878	0.005355616	0.00670627	0.002548707	0.015891822	0.007566289	0.010569886	0.002670486	0.005070563	0.01276813	0.01674648	0.009207376	0.003086258	0.004133144	0.016625171	0.013927506	0.005778793	0.006002513	0.017205814	0.004619291	0.006984663	0.01596087	0.003733829	0.00402775	0.003925021	0.010930791	0.00704476	0.009991784	0.007888496	0.014238971	0.005288018	0.003198629	0.008999641	0.004350263	0.006318238	0.006601169	0.007740364	0.012328037	0.00236066	0.283810259	0.004027976	0.006502184	0.00381162	0.001835429	0.002406469	0.004709585	0.003801391	0.002274248	0.005421708	0.026838088	0.002122077	0.002688046	0.006676796	0.007491557	0.002337303	0.001627722
TCGA-BG-A220-01A	0.108638682	0.003547569	0.003603436	0.003142575	0.006538171	0.254090617	0.008673252	0.007120071	0.002145032	0.0035272	0.002750193	0.003523209	0.003004797	0.011623	0.009459909	0.007499427	0.001327304	0.009077807	0.018282521	0.012394639	0.003668674	0.002988139	0.003619257	0.018586063	0.026562876	0.005185453	0.002100468	0.009983972	0.003066154	0.003229098	0.012552587	0.00278814	0.001893201	0.003371535	0.011846336	0.004229075	0.009941817	0.018330341	0.002637737	0.003576772	0.003157146	0.004012558	0.006229612	0.003435785	0.003522219	0.002717195	0.006774815	0.001615961	0.253102478	0.004602033	0.004483484	0.002389296	0.001137569	0.002563507	0.003325349	0.002261085	0.001418349	0.00743213	0.038408047	0.001614799	0.002527823	0.003087291	0.003121415	0.005793708	0.001139242
TCGA-BG-A3EW-01A	0.068972779	0.00710443	0.006582932	0.006354776	0.010082235	0.140094468	0.005042067	0.004468635	0.00593632	0.008351001	0.006514502	0.007876439	0.005869024	0.020347617	0.010331868	0.017755519	0.002466828	0.014832807	0.057650481	0.005876093	0.004400037	0.004272831	0.006521941	0.006101775	0.049461701	0.023397465	0.004106313	0.012119967	0.00876803	0.006523199	0.025006696	0.004257541	0.005113965	0.007253126	0.007433709	0.006324098	0.015532859	0.006401004	0.004685993	0.005083814	0.005648199	0.010662348	0.008300867	0.007079348	0.006845473	0.006393934	0.013551068	0.004267997	0.162955136	0.008576533	0.010285606	0.00353536	0.004234621	0.004743591	0.003967416	0.007664662	0.003842925	0.005302343	0.064255852	0.003375245	0.00561594	0.006293661	0.005243151	0.009653747	0.002428092
TCGA-BG-A0M4-01A	0.079406267	0.002518156	0.004064731	0.00358729	0.006205256	0.131136187	0.003912201	0.005115952	0.003951227	0.010749254	0.003399111	0.003904885	0.002994078	0.019356403	0.010137071	0.027457643	0.001717473	0.007649841	0.021266182	0.004515142	0.010148326	0.003351122	0.003313614	0.006817018	0.057191734	0.025607738	0.003247854	0.020933613	0.003050182	0.004901421	0.133702464	0.003443565	0.002177919	0.003213877	0.007782056	0.004928074	0.010332891	0.009797041	0.002537352	0.004055445	0.002859599	0.005499912	0.005326829	0.00327166	0.003815407	0.003287316	0.013058592	0.003455541	0.060445942	0.004474467	0.016733055	0.002907868	0.001377066	0.002124428	0.003537374	0.004713145	0.001827866	0.004341242	0.166842975	0.002792871	0.002842299	0.004038632	0.003113168	0.001769489	0.0019656
TCGA-AP-A0LG-01A	0.059700068	0.008189584	0.00588833	0.005841609	0.00958584	0.301398105	0.00814757	0.006868981	0.003688343	0.006480777	0.005898953	0.004357363	0.007484482	0.012779682	0.013075604	0.01158173	0.001979672	0.009674553	0.018153601	0.005937759	0.003665328	0.002987814	0.005609161	0.010912209	0.091251595	0.010101586	0.003157651	0.01641196	0.005497627	0.005451509	0.010443071	0.002878412	0.003409205	0.005055836	0.012805947	0.006577544	0.014003113	0.009978267	0.003541419	0.005660474	0.005430571	0.007878957	0.00888296	0.004228018	0.006130582	0.004844355	0.010396256	0.003503555	0.097058636	0.012282111	0.011780833	0.003121608	0.003163753	0.013825383	0.004151955	0.003672849	0.003703833	0.006634547	0.029154784	0.00384041	0.005988888	0.004580992	0.004205441	0.003232698	0.002193691
TCGA-BG-A18B-01A	0.120706668	0.006424754	0.005544091	0.006366386	0.009326187	0.203997998	0.00597319	0.006636938	0.003245275	0.005577742	0.004637113	0.005336659	0.006511894	0.007325134	0.01086676	0.010676395	0.005272684	0.021080223	0.019363671	0.009857067	0.006495151	0.003493008	0.006599787	0.027485104	0.043823339	0.011786536	0.002885301	0.023923419	0.00568911	0.005112595	0.014177867	0.003970568	0.002776661	0.007120582	0.014368378	0.006612234	0.019305814	0.021975304	0.003849446	0.004980753	0.006004534	0.005821646	0.006560214	0.005368198	0.005992377	0.004880916	0.011237598	0.003569421	0.130047714	0.007103915	0.012273919	0.004720123	0.003248706	0.003622205	0.005917854	0.005043925	0.003898479	0.006267171	0.03052148	0.002568071	0.005659247	0.005091637	0.006185304	0.004772774	0.002464783
TCGA-DI-A1BU-01A	0.001152986	0.021098937	0.000582547	0.000298632	0.000948059	0.007594321	0.009267971	0.000696835	0.000381819	0.001928535	0.000636404	0.000632711	0.000240174	0.003369989	0.031418964	0.153025124	0.00012433	0.000270754	0.013933811	0.00295698	0.000481114	0.000340093	0.000257916	0.002455522	0.000527768	0.402341011	0.007062268	0.045160904	0.000337233	0.001170859	0.094046932	0.002006212	0.000213505	0.000262305	0.001291563	0.000467978	0.001481705	0.015582469	0.003365218	0.000491321	0.000218983	0.000869341	0.000321302	0.000404431	0.000472642	0.00044047	0.021211368	0.000392174	0.135481295	0.000220728	0.000865813	0.00095553	0.000130764	0.000175282	0.001064021	0.000607034	0.000148324	0.001020331	0.003193327	0.00020066	0.000185937	0.000599611	0.000606105	0.000177027	0.000133723
TCGA-AX-A3G8-01A	0.065282656	0.003393195	0.003508001	0.003090281	0.005343813	0.431317044	0.003811592	0.00445751	0.002151224	0.002740632	0.002665029	0.002758969	0.006612084	0.008259532	0.005946333	0.013992922	0.002089138	0.009075837	0.021659268	0.004937272	0.007349359	0.001679394	0.00328408	0.008653769	0.079329249	0.007896465	0.001350493	0.015489808	0.002620749	0.002791407	0.0164616	0.001697073	0.002102795	0.003197216	0.00718133	0.004538141	0.005917045	0.011690466	0.001629466	0.002761865	0.00367725	0.008518832	0.00400163	0.003283715	0.003869854	0.002999419	0.005247001	0.001940359	0.112183753	0.005122456	0.009699936	0.00183653	0.001993688	0.002474298	0.002423406	0.003269883	0.002462752	0.003040272	0.015113547	0.001754091	0.004302632	0.003304973	0.003326549	0.002034876	0.0014042
TCGA-D1-A17H-01A	0.129539677	0.005336137	0.004760295	0.00436059	0.006638347	0.182768039	0.007052475	0.006430126	0.002713139	0.0036557	0.003747231	0.003681953	0.002648017	0.024752841	0.007559004	0.007747521	0.00211852	0.005730942	0.014677934	0.002877464	0.002602576	0.003253615	0.004135108	0.012646199	0.067770488	0.035399786	0.002498284	0.012601964	0.004157823	0.00564552	0.012342172	0.003275417	0.002411901	0.004104798	0.012675006	0.005001244	0.013992547	0.017542792	0.002060823	0.004353106	0.003701081	0.004305155	0.006619881	0.004128585	0.004362238	0.003349133	0.010819512	0.002552151	0.210441773	0.00769768	0.007847704	0.001951596	0.001498499	0.005391604	0.002880158	0.002435382	0.002227182	0.004015753	0.041501925	0.002189096	0.002858747	0.003022055	0.002617474	0.002891302	0.001427215
TCGA-EY-A2OP-01A	0.189226366	0.00396856	0.005074315	0.004858302	0.008106549	0.125131598	0.004849034	0.005158639	0.003444806	0.004396072	0.004869867	0.004303775	0.002659313	0.013827875	0.005351691	0.017257126	0.00316757	0.01340686	0.017211922	0.007193698	0.006765587	0.003728426	0.004276211	0.013579107	0.048830953	0.012525932	0.003237494	0.011477934	0.004237799	0.005658353	0.020693746	0.002888892	0.002308721	0.004675928	0.010175616	0.005381403	0.008456948	0.018778045	0.003269904	0.004626326	0.003509267	0.006459275	0.008284922	0.004109405	0.005041218	0.004513409	0.007785077	0.003387058	0.192868733	0.006768456	0.009880754	0.002831622	0.002579126	0.006561785	0.003719413	0.003531499	0.002667744	0.005938536	0.061159629	0.002680487	0.002869089	0.004088547	0.003735441	0.004202652	0.001789594
TCGA-B5-A11U-01A	0.147879054	0.014750381	0.006455681	0.005345783	0.00833387	0.209659473	0.013554331	0.006128838	0.004083672	0.006323845	0.004648445	0.004785659	0.005684338	0.009435657	0.007785587	0.009389146	0.003215827	0.012648027	0.016943771	0.004879649	0.004469548	0.002569212	0.004872415	0.011617237	0.026223618	0.008754496	0.004768405	0.010453332	0.004723838	0.00638369	0.012404786	0.003141536	0.003299149	0.004536148	0.011295949	0.005479139	0.010617226	0.011522015	0.003141976	0.005012325	0.004671579	0.006260553	0.005517073	0.006479754	0.005631087	0.004378341	0.012405424	0.004507577	0.154616901	0.007822549	0.010244145	0.002866108	0.002630621	0.008267056	0.003954147	0.004034889	0.002944441	0.00378974	0.066840784	0.00430428	0.004698853	0.005020633	0.004204757	0.003618834	0.003072803
TCGA-AX-A064-01A	0.120158777	0.003502931	0.007009778	0.005508784	0.009976444	0.058308151	0.009339575	0.010543293	0.005370799	0.009986703	0.005023372	0.007990346	0.004729412	0.014234369	0.018363454	0.018108706	0.005915868	0.014223125	0.022692107	0.009967821	0.007537967	0.004109656	0.005752296	0.008283069	0.028341187	0.02334147	0.004490877	0.015642149	0.006415793	0.006196726	0.042081754	0.004501263	0.003909647	0.005748788	0.012494371	0.006839038	0.01297081	0.013302019	0.004957994	0.005025318	0.005287258	0.0116192	0.007109599	0.006853225	0.007506102	0.007604751	0.013617847	0.003801452	0.228302497	0.007028728	0.011928464	0.004376942	0.003068265	0.011272353	0.005587915	0.005475635	0.003504425	0.005491769	0.037005509	0.004549612	0.00487921	0.006899043	0.006190219	0.004461619	0.003682355
TCGA-EO-A22S-01A	0.187110669	0.005855292	0.005536513	0.003534816	0.007792582	0.200566566	0.004015991	0.004372313	0.002590312	0.008673398	0.003118151	0.003445792	0.002130261	0.013691287	0.005308385	0.024150707	0.001545731	0.005376165	0.013863439	0.007889737	0.003505461	0.00192424	0.003552335	0.008382074	0.03386665	0.00828688	0.001732231	0.010968874	0.003248574	0.003824582	0.02266597	0.002000937	0.002694307	0.003515835	0.011925669	0.003759895	0.007246215	0.006220821	0.002370424	0.003125082	0.003084636	0.007783317	0.007082392	0.005239181	0.004855579	0.00343459	0.008633702	0.003043271	0.151632907	0.006981863	0.014165487	0.002109554	0.001506951	0.014256024	0.002733072	0.002627172	0.001746541	0.004215001	0.081561436	0.002430022	0.002081432	0.004266183	0.003835232	0.003565302	0.001743991
TCGA-FI-A2D0-01A	0.207996842	0.001101717	0.000581754	0.000341833	0.000945158	0.373576181	0.018189152	0.019257593	0.001018365	0.000808723	0.000569418	0.000638289	0.002659583	0.066360219	0.077966739	0.004998058	0.000129621	0.024583063	0.043396777	0.001181812	0.001337334	0.002292971	0.000400198	0.004476806	0.000699984	0.043372761	0.000158837	0.002821309	0.000648352	0.000469305	0.047385908	0.000188078	0.017815876	0.000441695	0.002364478	0.000983562	0.00175007	0.003594497	0.000321026	0.000451141	0.000463323	0.001606237	0.00024252	0.000337608	0.000616358	0.000474897	0.001275828	0.00108221	0.00215086	0.000262236	0.001835262	0.000312477	0.000126625	0.000193311	0.001525237	0.000342103	0.000196258	0.000229525	0.00417871	0.000297598	0.00068697	0.001010048	0.001064364	0.000988116	0.000226232
TCGA-AX-A2IN-01A	0.126835059	0.004363943	0.005294433	0.004860442	0.008268495	0.129218089	0.007941389	0.00611297	0.003553859	0.005452527	0.004700879	0.004539267	0.005713186	0.019028174	0.012470174	0.014574335	0.001787738	0.012644998	0.022564144	0.007095904	0.005194714	0.002522939	0.004190763	0.008323419	0.025280393	0.027834105	0.003619089	0.010415542	0.004176672	0.00737568	0.029055318	0.003369354	0.003154553	0.003843635	0.013477058	0.004923215	0.018199141	0.006876038	0.002923473	0.004982579	0.004366282	0.008169069	0.010828832	0.003872956	0.005337366	0.003591966	0.011092792	0.004326367	0.249193354	0.008773332	0.013009705	0.002668487	0.003698282	0.004063899	0.004118101	0.003853714	0.00424922	0.005848956	0.027988412	0.005720192	0.005149283	0.004541002	0.004306035	0.002263956	0.002210752
TCGA-BG-A0M0-01A	0.103580475	0.012942654	0.009973417	0.00960346	0.014944166	0.144719325	0.009780933	0.007843894	0.006964392	0.010663077	0.010064004	0.008593428	0.006840914	0.030868886	0.012163696	0.010391016	0.007375241	0.011830594	0.037156561	0.012885972	0.006002324	0.005226877	0.012389673	0.011744143	0.023374993	0.010402771	0.00659673	0.012867624	0.010248729	0.014546505	0.011395639	0.011708373	0.005281661	0.012443115	0.015930889	0.008022523	0.03076265	0.015488747	0.012859146	0.007695162	0.009224676	0.010410942	0.007356401	0.013684966	0.011166541	0.00909029	0.015604883	0.007880781	0.052898384	0.008225111	0.010875755	0.009076869	0.009524869	0.006125243	0.008557843	0.00817835	0.008229855	0.006118601	0.015181122	0.006856102	0.007469502	0.010546531	0.011430256	0.006899911	0.005211836
TCGA-D1-A1NY-01A	0.067249964	0.003109243	0.005581522	0.005078636	0.009552873	0.279100508	0.004442975	0.004068502	0.003094321	0.002646022	0.00450243	0.004327015	0.002754902	0.008084394	0.007239237	0.01650453	0.004580078	0.017690824	0.049493042	0.014794162	0.002940693	0.00361527	0.006084011	0.005184286	0.064205104	0.020387895	0.002673794	0.008366004	0.004116895	0.005121099	0.025925154	0.003613936	0.002325556	0.006047877	0.00828165	0.004243968	0.014236335	0.009373374	0.002879452	0.004257459	0.004180043	0.006105345	0.004194095	0.006462817	0.005889716	0.004597825	0.008257356	0.003474901	0.102514457	0.00532341	0.01181848	0.002852936	0.00365761	0.004591555	0.005174274	0.004257018	0.002940506	0.003018146	0.068851613	0.002794862	0.003054439	0.003694932	0.003363796	0.009182257	0.001972622
TCGA-EO-A3AZ-01A	0.476922682	0.003724592	0.003120345	0.002211476	0.004701381	0.097240354	0.003687028	0.003546846	0.002036681	0.007296606	0.002231137	0.003309792	0.00155997	0.023871718	0.00318136	0.011108022	0.001929685	0.00444304	0.011277351	0.002615315	0.002433069	0.004101467	0.002642256	0.013368599	0.016860925	0.011618283	0.001835583	0.007194693	0.001899497	0.003633979	0.010208331	0.001526112	0.001686315	0.002202231	0.007054455	0.003291446	0.004847337	0.009519088	0.001454791	0.002465155	0.00214056	0.003890733	0.002969785	0.002692466	0.003072557	0.002802292	0.004981663	0.001240463	0.154611223	0.002799498	0.006469028	0.001578332	0.001061246	0.001362986	0.002069964	0.001834564	0.001318293	0.001970152	0.011300364	0.001417473	0.001460627	0.00238632	0.002152419	0.001697009	0.000860991
TCGA-BK-A0C9-01A	0.106594586	0.125221719	0.006097756	0.00598677	0.009845214	0.056259795	0.008448477	0.008054507	0.002858992	0.003278523	0.006524957	0.004230399	0.002557108	0.00834937	0.009660263	0.028621356	0.096114261	0.008541032	0.013311098	0.011088915	0.006907226	0.003159974	0.005443048	0.025869391	0.024024348	0.007162894	0.005634309	0.017514579	0.005133615	0.008681844	0.036538545	0.005148425	0.002767829	0.007520761	0.014307164	0.008366555	0.013878459	0.009259058	0.004388493	0.006072571	0.004422942	0.005463615	0.003635998	0.004164716	0.006524209	0.004379511	0.011917566	0.002837758	0.121827	0.004340649	0.016328492	0.004976956	0.002250964	0.002223787	0.004950633	0.006409225	0.003094853	0.003164605	0.025306914	0.002298285	0.003003891	0.003869355	0.006300808	0.005222978	0.001660107
TCGA-E6-A2P9-01A	0.150446282	0.004757626	0.004743697	0.00645579	0.007252541	0.155992367	0.006345167	0.004275069	0.003405719	0.004643124	0.005462406	0.010223956	0.002431442	0.007253484	0.009245151	0.009451205	0.001458351	0.005359119	0.01811239	0.003797807	0.004095621	0.005023774	0.003798949	0.007722853	0.031203422	0.020547861	0.007890818	0.010559738	0.00431686	0.004807303	0.010911705	0.002267163	0.00417678	0.005055156	0.009455324	0.003840672	0.022482174	0.015485149	0.003270411	0.00381071	0.002968116	0.006962514	0.007864092	0.003207891	0.005171673	0.004541722	0.010988096	0.002947001	0.249679815	0.007195453	0.009561411	0.003097402	0.00271565	0.008300974	0.004851369	0.002589414	0.003249028	0.01398083	0.032398717	0.002029912	0.003079645	0.003363715	0.003242213	0.002773821	0.001404388
TCGA-D1-A0ZS-01A	0.16383369	0.005337911	0.007782174	0.006259293	0.008357411	0.230266731	0.00657939	0.006676177	0.003584244	0.006170092	0.005894352	0.00476735	0.002927594	0.012673443	0.01023918	0.008786981	0.002399141	0.011652495	0.030026159	0.004129531	0.010096493	0.002505414	0.005615842	0.008418348	0.048281113	0.010871524	0.003352037	0.012623426	0.005780483	0.00696182	0.012955136	0.003124923	0.003053107	0.006670526	0.00928039	0.006215722	0.012925299	0.011054027	0.002942534	0.006076128	0.004911061	0.007738232	0.007651402	0.007561153	0.006732063	0.004182308	0.013369501	0.005519677	0.068065883	0.008188665	0.014337305	0.003470773	0.002308169	0.005602556	0.005114386	0.004222679	0.002687803	0.004933563	0.072562452	0.0034056	0.003093878	0.004967848	0.005309213	0.004510497	0.002405702
TCGA-AX-A1C4-01A	0.134922891	0.008104677	0.004365015	0.003768153	0.007770368	0.181354431	0.009507319	0.004348695	0.001825897	0.002738038	0.00317146	0.003748109	0.00245227	0.015136726	0.007998054	0.023176715	0.00136558	0.00565164	0.011198931	0.004803138	0.004474758	0.004368349	0.003566588	0.005698433	0.06483242	0.008176935	0.002000562	0.007271845	0.002375633	0.003435494	0.019658527	0.00167857	0.00144875	0.003157996	0.009351383	0.003613682	0.011758752	0.007661059	0.002048621	0.003567528	0.002665199	0.0045895	0.006475914	0.004615062	0.00399106	0.002622234	0.007362438	0.001780073	0.263277189	0.005166828	0.014225157	0.002084849	0.001077997	0.003923343	0.006067073	0.002676632	0.001431471	0.009332003	0.036464166	0.001350801	0.002279608	0.00278572	0.003323758	0.001895777	0.000982154
TCGA-EC-A24G-01A	0.381556923	0.001715344	0.002378837	0.001788599	0.003453302	0.183598662	0.002786953	0.003841517	0.001702322	0.003391645	0.001551623	0.002288244	0.001616777	0.005769495	0.006611448	0.012321764	0.000730361	0.003076193	0.008877007	0.003005318	0.003265065	0.002704923	0.001757851	0.00748872	0.058290889	0.032580014	0.001000382	0.012414041	0.001748654	0.002074645	0.021483121	0.001429187	0.001597043	0.001576425	0.005923925	0.002798469	0.005021039	0.006778227	0.001819232	0.00181712	0.001472365	0.003134124	0.004240377	0.00231429	0.002155943	0.002043509	0.004243358	0.002124405	0.126880088	0.003009116	0.004677929	0.001936286	0.000876882	0.002029431	0.001495697	0.001536078	0.000921737	0.003703092	0.017287586	0.00109622	0.001285	0.002212005	0.001985917	0.000974921	0.00073234
TCGA-BS-A0VI-01A	0.127515622	0.004007263	0.00630537	0.007752642	0.010715596	0.160688066	0.007722856	0.007787128	0.00380998	0.004919723	0.0060742	0.005238334	0.007332801	0.01163322	0.014947552	0.026380423	0.003430156	0.016983718	0.041370033	0.01079055	0.006832473	0.00382445	0.008671884	0.006490681	0.059333712	0.023471883	0.003628716	0.014096929	0.006221178	0.005828228	0.029250456	0.004746892	0.003003965	0.007773329	0.012474769	0.006237386	0.01396127	0.013675845	0.004061298	0.006240215	0.007750706	0.013130841	0.010848861	0.009541851	0.007446215	0.006287736	0.016635239	0.004658055	0.060601547	0.016978415	0.015923606	0.005329161	0.008364935	0.010571356	0.007826034	0.004574291	0.009008894	0.00590514	0.022481743	0.002798466	0.008121892	0.005845955	0.005314215	0.006267719	0.002556336
TCGA-EY-A1GO-01A	0.047190429	0.016536675	0.006886133	0.005413026	0.011422265	0.180000476	0.008316096	0.006050489	0.0043203	0.007507894	0.005052274	0.005678299	0.003455022	0.007007436	0.013819305	0.010487817	0.003380125	0.006990964	0.015564099	0.007924269	0.009210952	0.006057015	0.006493029	0.05263309	0.018429789	0.004856683	0.002630334	0.029624419	0.004956593	0.005221722	0.009961552	0.003329657	0.003305526	0.006207279	0.015981303	0.006459748	0.035420684	0.009471923	0.003525495	0.004641334	0.005691229	0.00740332	0.005938302	0.009567184	0.007655097	0.005557925	0.013231655	0.003374593	0.209840518	0.00605206	0.010638706	0.003688583	0.010943553	0.006911529	0.005205192	0.0041709	0.006860439	0.004840672	0.034661625	0.002921801	0.004157735	0.005770382	0.006258698	0.004977247	0.002259534
TCGA-AJ-A3BH-01A	0.246259464	0.001972389	0.001156512	0.000869284	0.001864766	0.359203252	0.002473409	0.00191809	0.000573983	0.000900837	0.000895374	0.000851205	0.000803876	0.002494431	0.018633055	0.004132289	0.000309196	0.08586443	0.040955238	0.001388713	0.000966068	0.000683682	0.000930812	0.002983396	0.045320258	0.020052103	0.000539636	0.007995815	0.000936545	0.000921902	0.004936491	0.000557262	0.000657175	0.001042753	0.003435703	0.001804776	0.005829382	0.002957805	0.000545385	0.001425881	0.000872221	0.001579817	0.001177397	0.000925323	0.001136399	0.000755359	0.003605665	0.000872519	0.090344985	0.001143722	0.005182437	0.000606921	0.000357046	0.000577119	0.002108645	0.000706478	0.000429652	0.000920276	0.0040017	0.000616777	0.000696194	0.001008478	0.000912112	0.001048213	0.000371922
TCGA-EY-A1GF-01A	0.117576421	0.003543598	0.00716087	0.008696221	0.011400488	0.130533552	0.004422552	0.00580983	0.003724554	0.006599347	0.010437534	0.005744524	0.005032283	0.011952913	0.008878401	0.015750924	0.003231527	0.017311694	0.020890776	0.01083895	0.003806335	0.002268806	0.006906559	0.016243264	0.061131266	0.012228161	0.005584047	0.020960367	0.006337094	0.009059313	0.022021537	0.010059284	0.003310159	0.007986789	0.008562876	0.008572087	0.02298039	0.009884704	0.01163749	0.0083162	0.006750793	0.007078187	0.008714202	0.006357789	0.007363019	0.005012532	0.026479387	0.003625384	0.107200708	0.009456087	0.013892865	0.005329945	0.002279289	0.005635632	0.009885068	0.005149526	0.004791963	0.006054453	0.067085843	0.00255155	0.007144361	0.004868407	0.004373752	0.003292504	0.002233069
TCGA-A5-A7WJ-01A	0.069873915	0.010084077	0.006487605	0.005101934	0.009914617	0.055556273	0.009014205	0.0078391	0.004115456	0.007262288	0.004732959	0.006535868	0.003218844	0.004924926	0.021551967	0.014412011	0.002881652	0.013397449	0.012683265	0.007803166	0.005559373	0.004710451	0.004005296	0.020510517	0.027086264	0.011854496	0.003090283	0.025285399	0.004974764	0.007481137	0.016435587	0.002721705	0.003688594	0.004741446	0.016228119	0.007696776	0.032093466	0.007731824	0.003414881	0.006216825	0.003635079	0.006696532	0.00725612	0.005619918	0.006369715	0.005547794	0.014896581	0.004465454	0.323325533	0.007432464	0.012324577	0.003360598	0.002361949	0.013711935	0.005439989	0.00467707	0.002167392	0.006290644	0.044446609	0.005680439	0.002996802	0.005225144	0.005524439	0.004260658	0.003367783
TCGA-BG-A0VW-01A	0.10270936	0.006097194	0.007224567	0.005375304	0.012556087	0.256761753	0.006711918	0.005484374	0.003618117	0.00699376	0.004185082	0.007027589	0.005438202	0.027552339	0.008295539	0.014483268	0.002497767	0.008833068	0.013523892	0.013157235	0.004820462	0.008176637	0.005660093	0.012646127	0.036714025	0.005668095	0.002056153	0.011880754	0.007664211	0.004508174	0.014022425	0.002833605	0.003886046	0.006127213	0.017425884	0.005328759	0.020871533	0.008745885	0.004229319	0.004564443	0.004784089	0.016578179	0.009370212	0.007108806	0.007332061	0.006502118	0.008404349	0.004478221	0.12768135	0.007758473	0.009140564	0.003772227	0.003525506	0.005061495	0.005601446	0.004170412	0.003367859	0.015983193	0.018190341	0.002726318	0.005129323	0.005943004	0.005175613	0.003311928	0.002546656
TCGA-AP-A1DM-01A	0.12098911	0.012509332	0.007363428	0.006532404	0.008884005	0.0993328	0.012382332	0.007271618	0.003437932	0.01015812	0.005643384	0.00648633	0.005049545	0.013164041	0.012749704	0.010424188	0.010826019	0.010555368	0.065505265	0.006854712	0.006040557	0.005111225	0.006222594	0.00685017	0.045708782	0.02179664	0.003394099	0.009651818	0.007216677	0.00745787	0.016909448	0.005384354	0.004878044	0.006882071	0.014555719	0.005563924	0.013796727	0.013916798	0.004606397	0.006475255	0.005968534	0.006409974	0.009796385	0.005243853	0.007069408	0.006181399	0.012943442	0.003746089	0.192253473	0.009614519	0.007653241	0.005304604	0.003000124	0.00397251	0.007800555	0.004496843	0.004952447	0.005601315	0.02073891	0.005100008	0.005634801	0.004951024	0.007113829	0.003524026	0.002389881
TCGA-AP-A1DP-01A	0.032254468	0.004297242	0.008202404	0.006509386	0.012822993	0.270955252	0.006021913	0.005759409	0.006069754	0.005808916	0.007246235	0.006595787	0.005161552	0.00820576	0.010035777	0.020611481	0.005289652	0.006371164	0.032953173	0.006665817	0.00593413	0.003725202	0.00742111	0.015458334	0.027528979	0.035690698	0.004079596	0.022732985	0.00638453	0.007988908	0.020159802	0.003277937	0.003483628	0.005426885	0.009362524	0.006842825	0.013118554	0.006207506	0.003791421	0.00462148	0.005618703	0.010539014	0.005480602	0.008551123	0.008511249	0.005228336	0.018262623	0.004171226	0.154647303	0.00735739	0.014659844	0.003005435	0.002014069	0.007734156	0.004524314	0.005795396	0.002736682	0.007822404	0.019481236	0.003774484	0.004264055	0.005658191	0.004301055	0.002908973	0.001876969
