sample	SBS1	SBS2	SBS3	SBS4	SBS5	SBS6	SBS7a	SBS7b	SBS7c	SBS7d	SBS8	SBS9	SBS10a	SBS10b	SBS11	SBS12	SBS13	SBS14	SBS15	SBS16	SBS17a	SBS17b	SBS18	SBS19	SBS20	SBS21	SBS22	SBS23	SBS24	SBS25	SBS26	SBS27	SBS28	SBS29	SBS30	SBS31	SBS32	SBS33	SBS34	SBS35	SBS36	SBS37	SBS38	SBS39	SBS40	SBS41	SBS42	SBS43	SBS44	SBS45	SBS46	SBS47	SBS48	SBS49	SBS50	SBS51	SBS52	SBS53	SBS54	SBS55	SBS56	SBS57	SBS58	SBS59	SBS60
TCGA-BR-8361-01A	0.19949641	0.002731533	0.004802262	0.002446266	0.00541877	0.332817134	0.003468249	0.004565108	0.002308645	0.002337208	0.002671917	0.003135948	0.002170743	0.014724208	0.00582426	0.020528272	0.001630547	0.019878154	0.01464158	0.004231361	0.00727091	0.009677658	0.002010511	0.005757759	0.041032886	0.019750324	0.001783545	0.011568466	0.002656062	0.003169548	0.04806708	0.001390718	0.001296856	0.002170774	0.004185513	0.006704265	0.003951403	0.010013799	0.001351694	0.006375221	0.002093572	0.006499512	0.002292233	0.008312507	0.003614747	0.002770448	0.008708381	0.002460388	0.032586977	0.002882203	0.008744894	0.001376935	0.000892378	0.001429788	0.001534474	0.001737634	0.001030526	0.001914688	0.052450032	0.00145519	0.001850995	0.002373156	0.002512236	0.007383516	0.001079025
TCGA-BR-6852-01A	0.124599786	0.002203419	0.004224998	0.003533847	0.004969738	0.230917287	0.004891427	0.004209671	0.002410006	0.002329807	0.003441342	0.004970995	0.002812599	0.019783145	0.010274897	0.006331818	0.001598541	0.023035173	0.128639711	0.002612421	0.005907804	0.023344061	0.004783146	0.003535528	0.043717197	0.042155365	0.002852264	0.006129204	0.004110661	0.003854963	0.016927263	0.001551141	0.002846055	0.004466176	0.005225474	0.003396629	0.007141764	0.002967923	0.001989375	0.005368222	0.004436798	0.003870778	0.003897864	0.003094241	0.003723015	0.002710266	0.011288823	0.006820751	0.026731461	0.005752836	0.010772777	0.001993034	0.002531196	0.003832427	0.002867545	0.002047815	0.002346491	0.003828997	0.086271788	0.002962937	0.002845027	0.00330374	0.002218182	0.01660334	0.003187032
TCGA-BR-8382-01A	0.268139498	0.00256671	0.00378969	0.004349941	0.004979707	0.188760149	0.003227297	0.004199159	0.002031761	0.002884164	0.003259827	0.003610285	0.002907454	0.011958331	0.003747408	0.01031127	0.001820654	0.013920824	0.051553103	0.003381199	0.00895995	0.010879338	0.00379169	0.008959272	0.06805323	0.019422185	0.001691525	0.005785984	0.003883378	0.003404537	0.017274468	0.001659078	0.003305069	0.004881012	0.005192863	0.00422525	0.005585796	0.004096617	0.001852125	0.003774754	0.003524774	0.00407069	0.006312488	0.002500648	0.003592943	0.002661501	0.005359804	0.006254181	0.02977644	0.007103812	0.019190297	0.002382385	0.001226107	0.005901613	0.00377842	0.002923823	0.001656308	0.004593027	0.086774635	0.005848695	0.002859468	0.002513105	0.003042271	0.005447582	0.002628433
TCGA-BR-4184-01A	0.005079169	0.000735196	0.001491584	0.000808995	0.00213198	0.046768352	0.00137577	0.001350177	0.000649595	0.000745078	0.001294243	0.001070592	0.001080627	0.002438602	0.012388779	0.002354156	0.000457531	0.00228005	0.793208989	0.001457248	0.000739106	0.001125332	0.000767595	0.001272105	0.001573499	0.047570877	0.000885928	0.002560078	0.001331527	0.001427498	0.003093885	0.000602702	0.000550393	0.001091477	0.001885526	0.001074114	0.006805586	0.001406963	0.000789405	0.001151427	0.000733845	0.001613445	0.000508198	0.001382033	0.001107608	0.000804153	0.002674096	0.001241299	0.006660582	0.000540773	0.001961918	0.000782289	0.001153437	0.000636398	0.000884375	0.000802512	0.00052783	0.000583029	0.009117918	0.000694868	0.000795031	0.000893306	0.00162109	0.004707308	0.000700925
TCGA-HF-A5NB-01A	0.238282695	0.001282677	0.002980946	0.002125033	0.004020668	0.224604076	0.002072289	0.003459245	0.001714164	0.003948482	0.001854962	0.004594274	0.001951901	0.005836608	0.00339053	0.010933253	0.000994382	0.004023209	0.040580721	0.002883477	0.002175982	0.014231906	0.00211321	0.005463382	0.050917084	0.069177199	0.001963666	0.007375659	0.00198057	0.003361202	0.03605772	0.001457172	0.001873972	0.001867369	0.004756164	0.003062808	0.003503651	0.002757835	0.003676329	0.002562268	0.001977818	0.00452954	0.003096032	0.002412035	0.002397823	0.002771939	0.004779918	0.002051969	0.069210647	0.003715904	0.00818904	0.00178814	0.001118357	0.002156384	0.001545034	0.00189598	0.001278536	0.003424317	0.087140965	0.002630386	0.002044665	0.002282388	0.001764247	0.002729245	0.001199948
TCGA-DC-6154-01A	0.181231005	0.012127807	0.009112213	0.011626525	0.012365754	0.03192875	0.014982325	0.012423791	0.007884206	0.011059338	0.010841249	0.009558778	0.024662599	0.036597483	0.012516421	0.009531145	0.00938853	0.020273898	0.020787958	0.012437514	0.009236762	0.021937978	0.016306607	0.014602911	0.016277682	0.009506412	0.006878907	0.012382174	0.014147788	0.010456543	0.00955482	0.007642709	0.01071973	0.014474325	0.013979047	0.012198538	0.01820223	0.008215801	0.006496906	0.010258118	0.024000263	0.009327353	0.013037857	0.00795533	0.011100192	0.008280957	0.01166461	0.007970141	0.014571316	0.01566202	0.011360842	0.009234389	0.006072528	0.007821117	0.009562312	0.011728622	0.015376106	0.009097961	0.009749128	0.006292343	0.027420922	0.010288989	0.011047589	0.010145662	0.006418173
TCGA-EI-6882-01A	0.479754977	0.002368577	0.003092206	0.002025954	0.003783886	0.071056789	0.002494394	0.002001658	0.004228687	0.003334567	0.002141438	0.003439836	0.00312066	0.010963931	0.003202914	0.011079215	0.000966192	0.008373904	0.1430382	0.002315714	0.005240937	0.027595409	0.001949236	0.00304456	0.034095381	0.012235641	0.001288581	0.003616148	0.002402015	0.002278371	0.025233018	0.001240431	0.002521538	0.002115826	0.002756902	0.001859356	0.00340174	0.004688157	0.001285534	0.001919215	0.001992769	0.004016591	0.003314359	0.002348833	0.002625382	0.002494826	0.00527205	0.003454131	0.024212441	0.003422918	0.006991668	0.001437751	0.000974655	0.001609182	0.001822699	0.001600964	0.001227928	0.003015068	0.010234479	0.00166883	0.002454973	0.002528451	0.002119536	0.003735034	0.001872787
TCGA-EI-6507-01A	0.078621538	0.003739609	0.003857586	0.003321142	0.006196571	0.245730528	0.004597627	0.003791429	0.002817115	0.003456694	0.003343955	0.003048411	0.00683343	0.005989229	0.009005669	0.011331794	0.001917633	0.048685012	0.239531388	0.004407328	0.002919689	0.0025667	0.003257983	0.003754199	0.049920856	0.028076799	0.001647856	0.005820029	0.004653243	0.003565507	0.013730649	0.002342086	0.001760913	0.003521252	0.008878267	0.003017519	0.009630557	0.002944819	0.003283309	0.003674457	0.003330532	0.004645315	0.00499681	0.003580429	0.00354698	0.00280544	0.007678857	0.005372215	0.042359722	0.005076358	0.010870671	0.003218421	0.001043644	0.009568223	0.00289121	0.002308542	0.001313229	0.005088891	0.012227927	0.001663428	0.003268908	0.003430417	0.002932683	0.005918387	0.001672383
TCGA-AG-3891-01A	0.040742224	0.00468871	0.007167325	0.003811311	0.009236215	0.021913512	0.006817811	0.008175497	0.005205984	0.007727882	0.006007809	0.009790658	0.008465305	0.00860215	0.005959821	0.057471256	0.002452749	0.003518481	0.186530072	0.010167261	0.016421414	0.009598017	0.003910725	0.006453608	0.00420448	0.055578761	0.007764252	0.00721534	0.004087338	0.006828988	0.143810101	0.003487957	0.007777802	0.003617367	0.005509511	0.006310161	0.004628173	0.024331239	0.013585463	0.004897465	0.00365329	0.030217978	0.003371348	0.005537915	0.006755693	0.009284324	0.005916515	0.004367367	0.007674762	0.003131393	0.014037467	0.005775364	0.004327106	0.004709035	0.006360294	0.003969714	0.003374794	0.004747404	0.09033816	0.004894536	0.005813367	0.006299004	0.006749508	0.002296741	0.001926727
TCGA-AG-3906-01A	0.075608717	0.005737106	0.015752501	0.006025577	0.013942319	0.01557018	0.013539561	0.007300223	0.007967967	0.005521246	0.008899933	0.008063773	0.004945825	0.015093255	0.008122062	0.090146515	0.007354843	0.014673541	0.044707388	0.010089659	0.021178001	0.004607883	0.006080497	0.003925394	0.016690834	0.01818118	0.005467464	0.004568946	0.004628607	0.018096814	0.152198337	0.008120514	0.005240202	0.005042054	0.007833429	0.005894304	0.00924166	0.028279459	0.007936406	0.007080808	0.00621039	0.052021824	0.009321329	0.027164997	0.011151332	0.008483728	0.005848301	0.007509303	0.011283906	0.008089695	0.023872713	0.007474994	0.001637004	0.00386213	0.004438568	0.00730222	0.002911359	0.004940456	0.045132506	0.005986362	0.005508252	0.008050599	0.005598851	0.004010817	0.002833378
TCGA-D1-A2G6-01A	0.212547366	0.013843192	0.011170689	0.009561656	0.013623489	0.053194832	0.011402318	0.011184466	0.00988237	0.008975012	0.010098558	0.011467731	0.007164973	0.04906702	0.012827323	0.009284292	0.006414298	0.008532611	0.02632935	0.010166796	0.010645066	0.017136201	0.010804525	0.013734163	0.011050913	0.008136295	0.01237089	0.015547296	0.010392369	0.011495576	0.008806087	0.00822033	0.00784453	0.009666152	0.014555319	0.010799562	0.016507267	0.013240057	0.008018036	0.009733943	0.008802522	0.009453001	0.008048802	0.018700712	0.010284009	0.009514089	0.014781315	0.012907673	0.015933961	0.007092349	0.010385747	0.009548933	0.005844519	0.005933197	0.011451052	0.010818982	0.009154887	0.009267229	0.009916394	0.011222835	0.008248313	0.011900572	0.017336844	0.007174684	0.010834455
TCGA-AJ-A8CT-01A	0.71457785	0.002011875	0.00251334	0.00234754	0.003754029	0.05111612	0.003235142	0.003882089	0.001766269	0.002149484	0.001798457	0.002406706	0.001700138	0.010232938	0.005703571	0.005870312	0.00155753	0.005419723	0.013885294	0.003368843	0.003788055	0.002551633	0.002128706	0.003241151	0.020914921	0.00356341	0.001383729	0.006984396	0.002554815	0.002370214	0.008428174	0.001635329	0.00191221	0.00237533	0.005974888	0.003112747	0.004547173	0.002234065	0.001413424	0.002974153	0.00228162	0.003441918	0.002609418	0.002284666	0.002566691	0.002420636	0.005117589	0.001872719	0.015671548	0.003285668	0.004875393	0.001494066	0.001669856	0.001449729	0.002170463	0.001808437	0.002236831	0.002372863	0.006022254	0.001604533	0.00201601	0.002547584	0.001875088	0.001742567	0.001176081
TCGA-D1-A167-01A	0.426495446	0.002911121	0.001804531	0.00144456	0.002379573	0.297934218	0.002296399	0.002371912	0.00091086	0.001832842	0.001567057	0.001144999	0.000932436	0.008317632	0.002517152	0.004367585	0.000478338	0.003801448	0.007938646	0.002098701	0.002230486	0.000536938	0.001354886	0.010923387	0.070337398	0.00354641	0.00097469	0.008515818	0.001285324	0.001780463	0.006554843	0.000772699	0.000603284	0.001394119	0.003838193	0.002699023	0.003296564	0.003115404	0.000800455	0.001603364	0.001175932	0.001682528	0.003028185	0.001352357	0.001441386	0.00097571	0.002827755	0.000885695	0.03327835	0.002639391	0.004126059	0.000771053	0.000712996	0.002010764	0.001122369	0.000973476	0.000653065	0.001846829	0.032120324	0.000824345	0.000971075	0.001257101	0.001408938	0.001577604	0.000627505
TCGA-B5-A0K9-01A	0.21178715	0.00569721	0.004701673	0.004639282	0.008258047	0.208472571	0.009114854	0.005283151	0.002487858	0.005233024	0.003798107	0.004349125	0.005131388	0.011800738	0.012225368	0.011016234	0.002220892	0.012563022	0.027874772	0.006559357	0.003333981	0.006831573	0.004530202	0.009390959	0.04647372	0.030797771	0.003084014	0.008943432	0.008176208	0.005186353	0.017575383	0.002454939	0.003256394	0.005043508	0.008063328	0.004095646	0.014922306	0.01014737	0.003077709	0.004656454	0.004147738	0.005157271	0.006249447	0.004250909	0.004995101	0.004041423	0.01527543	0.002419144	0.073582062	0.006808913	0.007163354	0.002187988	0.002246716	0.004450686	0.002657844	0.002356147	0.00215408	0.00433148	0.062307513	0.002706367	0.003733703	0.003758249	0.002929324	0.005300678	0.00153336
TCGA-AJ-A23O-01A	0.086287164	0.001588278	0.006939561	0.008980302	0.010287683	0.042439582	0.001971636	0.00305846	0.005425355	0.003242463	0.020940763	0.020304704	0.002118652	0.027243892	0.004595372	0.016546971	0.001754834	0.020094721	0.018918368	0.015871071	0.011358072	0.008381174	0.005239366	0.005614531	0.061694407	0.017028136	0.006997241	0.00838618	0.006163252	0.008684165	0.030592546	0.00342862	0.008206564	0.010347712	0.003778199	0.006660241	0.016763414	0.00325209	0.032490604	0.009203502	0.003904529	0.022393037	0.005135012	0.004060507	0.007982651	0.005648587	0.024307289	0.007143523	0.149033727	0.007417969	0.022452721	0.005917606	0.001588966	0.004541433	0.007962949	0.006268658	0.002542095	0.006320639	0.101910636	0.003130801	0.00284181	0.003473181	0.004035833	0.005398934	0.001707057
TCGA-AP-A0LT-01A	0.128950077	0.011687574	0.004153694	0.003470775	0.00680999	0.268834337	0.005153191	0.004959027	0.00267576	0.006401768	0.003297135	0.003459003	0.001910068	0.009541887	0.009859039	0.007155842	0.00281475	0.007456792	0.011600799	0.004566562	0.00490908	0.002668728	0.003551342	0.013532582	0.037036576	0.004212654	0.002728345	0.013530111	0.003005675	0.004280572	0.009081629	0.00528422	0.002293307	0.003083491	0.011331196	0.005824398	0.021650612	0.018005977	0.002503959	0.00446514	0.003010292	0.005847213	0.008500551	0.004147241	0.004642371	0.003364286	0.007118821	0.003481643	0.179304622	0.006509157	0.007834911	0.002769908	0.002792018	0.004569267	0.003218683	0.004730687	0.002348564	0.005834896	0.044116831	0.003303744	0.002164202	0.003695594	0.004487071	0.002480666	0.001989101
TCGA-B5-A0JV-01A	0.324132329	0.004812853	0.006136135	0.005412239	0.007438116	0.119829447	0.006540506	0.007400038	0.005114802	0.004203433	0.006323719	0.004422371	0.004925738	0.024336953	0.008372351	0.008357828	0.002278143	0.018663662	0.036058228	0.004832633	0.003840523	0.003204439	0.005370828	0.008435635	0.057714193	0.008806333	0.003333895	0.015012134	0.004786951	0.006739655	0.009033211	0.005333948	0.002917471	0.005545315	0.011040962	0.006970062	0.0084529	0.010663069	0.004200144	0.006534892	0.005409898	0.006069975	0.008670523	0.004636232	0.005487423	0.004600681	0.011667647	0.002941727	0.067733625	0.008594154	0.008221956	0.003876115	0.002355918	0.005703719	0.005468172	0.004470733	0.003215956	0.005187633	0.012630535	0.003036143	0.005061618	0.005592546	0.00492835	0.004707932	0.002202708
TCGA-AX-A05Y-01A	0.333244623	0.012840324	0.00802136	0.006918764	0.010454336	0.078488583	0.011032945	0.009067732	0.005058957	0.008078307	0.006588878	0.006047769	0.00582223	0.021412237	0.010309001	0.014192136	0.004105764	0.012289913	0.03443721	0.007908661	0.006527471	0.004240914	0.00556275	0.012231735	0.03004882	0.012769746	0.004317961	0.016071555	0.005623996	0.009123212	0.01615467	0.005542241	0.004751218	0.006291157	0.015196556	0.008077021	0.013113251	0.009403185	0.004267999	0.006800985	0.005486442	0.009225675	0.007284714	0.008438266	0.007959409	0.005918241	0.01019831	0.005793956	0.028842157	0.006994201	0.013825347	0.004299733	0.003501343	0.003798156	0.006191097	0.00620669	0.004172925	0.00790511	0.02020815	0.005337521	0.005656736	0.007015584	0.005826303	0.003559221	0.003918537
TCGA-D1-A176-01A	0.138701824	0.005552042	0.006011215	0.006476677	0.008211239	0.226920647	0.008683749	0.006193989	0.003499799	0.009818672	0.005028649	0.004979078	0.003611461	0.014239018	0.010390182	0.013632166	0.003062391	0.007762715	0.018479492	0.005214464	0.006090733	0.004007148	0.00530659	0.008152624	0.085553383	0.024607231	0.002594443	0.013181828	0.007019537	0.004446121	0.014652143	0.004195086	0.003353447	0.005905114	0.012704714	0.005428464	0.013906578	0.008579464	0.003516782	0.004979231	0.004788386	0.005541152	0.009148639	0.004835757	0.005794306	0.004472384	0.012540997	0.003515532	0.106716793	0.011879513	0.016380853	0.003250454	0.002865962	0.003754044	0.005972227	0.004415794	0.003981582	0.009110052	0.014974405	0.002970367	0.00424266	0.005596391	0.003577864	0.002419038	0.002604715
TCGA-A5-A0GI-01A	0.138322598	0.007754131	0.008461587	0.008354539	0.011417248	0.149370097	0.008952594	0.006029569	0.00615814	0.006654047	0.007811838	0.005889974	0.004162457	0.01262319	0.010851783	0.017701475	0.007161194	0.019690648	0.031935242	0.010922607	0.008758505	0.003549518	0.007583814	0.007802887	0.088551738	0.035694842	0.003719271	0.01193645	0.006475917	0.006499856	0.015380281	0.003521348	0.002843559	0.008213294	0.011458715	0.005705148	0.016557467	0.008404591	0.004495037	0.007062595	0.006900032	0.006449107	0.01036605	0.008079979	0.007830554	0.00618959	0.015145684	0.003435364	0.090517221	0.01331204	0.01017058	0.004057113	0.002669358	0.008898114	0.00624392	0.004995359	0.003784594	0.006005818	0.012419425	0.003169534	0.005127986	0.005899865	0.005698079	0.005033861	0.00316098
TCGA-D1-A17B-01A	0.325812558	0.009851001	0.006595488	0.006594015	0.009259516	0.07038538	0.007707658	0.006737953	0.007476892	0.010783996	0.006215113	0.007438386	0.004864016	0.018347748	0.010874369	0.009549832	0.003835116	0.026524586	0.028910872	0.008511172	0.008719941	0.005513056	0.005981409	0.007857814	0.036198841	0.009318269	0.003974886	0.009210307	0.007393564	0.007050732	0.012457035	0.005540194	0.0083472	0.007229029	0.015723584	0.005966113	0.013708411	0.009435093	0.00589771	0.006769758	0.005311759	0.01126924	0.013161557	0.006010542	0.007769883	0.007306205	0.00998099	0.00411602	0.037269499	0.010788147	0.014889365	0.005341191	0.003056563	0.00763045	0.005857384	0.006104863	0.003518243	0.009220885	0.019110328	0.003357127	0.004593535	0.008090351	0.007771511	0.006524926	0.003380825
TCGA-AP-A0LD-01A	0.242000018	0.00703499	0.006134006	0.006151638	0.009676856	0.075263746	0.007858904	0.005050861	0.005522956	0.003705588	0.005049503	0.006201082	0.00721161	0.012508748	0.008130316	0.032459509	0.003538696	0.015299677	0.015735035	0.010960882	0.006329055	0.004503554	0.005344728	0.007013527	0.077625488	0.028837995	0.004369755	0.009378292	0.004994997	0.005954552	0.049315927	0.003144943	0.002940218	0.005333793	0.00696143	0.004934257	0.00840054	0.008588169	0.007415397	0.005391259	0.004825033	0.007567084	0.006738694	0.005876647	0.005979448	0.006948528	0.010509333	0.003891045	0.070241438	0.008045921	0.012790147	0.004810926	0.001968908	0.006982937	0.005814784	0.005335738	0.002486858	0.007666269	0.054569198	0.002288496	0.005725429	0.004902202	0.005015939	0.004889936	0.001856563
TCGA-A5-A0VQ-01A	0.10990611	0.006358044	0.005508496	0.004900107	0.007456489	0.307458067	0.006634881	0.005526471	0.004933447	0.007339563	0.004570988	0.004538041	0.005031436	0.008195595	0.009892756	0.006500786	0.002150703	0.008959206	0.017126549	0.004830685	0.004553246	0.002089495	0.004740891	0.009110513	0.028850984	0.005284533	0.003483528	0.009953114	0.006206302	0.005724037	0.008384802	0.004407449	0.002823112	0.005140867	0.014168438	0.005408667	0.016960925	0.014140412	0.003568564	0.005687629	0.004345439	0.007982571	0.004369498	0.004481146	0.005688934	0.004985014	0.008793041	0.004282145	0.164909094	0.005398942	0.007869401	0.003920038	0.002191594	0.00430628	0.006982619	0.004679837	0.002833484	0.005882177	0.023033995	0.004502945	0.004556467	0.004873479	0.004970854	0.003005507	0.002649566
TCGA-D1-A1NS-01A	0.10445885	0.00472242	0.009888965	0.007576304	0.011802004	0.217109894	0.007827659	0.007655511	0.006471046	0.004204901	0.007511256	0.008274225	0.006159974	0.008954915	0.016617512	0.009128741	0.003457382	0.011432311	0.040389655	0.009125787	0.004240152	0.00442222	0.006704107	0.011614662	0.052042678	0.006722005	0.004803117	0.020396134	0.006936097	0.007024551	0.013102198	0.007076096	0.004837195	0.00645921	0.011538554	0.007598742	0.013617176	0.01316885	0.004635528	0.008552983	0.007006936	0.010834015	0.009340619	0.00908113	0.009332952	0.007127746	0.02715513	0.005477129	0.054544425	0.010928268	0.007760581	0.005424391	0.005021583	0.004901516	0.009931785	0.006172925	0.006712577	0.006606885	0.046083657	0.005519617	0.00639307	0.006933402	0.007317506	0.003083585	0.003047001
TCGA-D1-A17A-01A	0.117699259	0.010751178	0.006995495	0.007421967	0.011180365	0.123558936	0.007728271	0.008128327	0.004373376	0.005952294	0.005615411	0.006968266	0.005610514	0.019148814	0.01974343	0.01189377	0.004512945	0.01652165	0.089055719	0.008078925	0.005541959	0.005938208	0.00739184	0.00990586	0.030462893	0.029853591	0.003382785	0.01565464	0.008219589	0.006643719	0.02373024	0.004483604	0.007917645	0.007751924	0.011756178	0.006916964	0.020509462	0.008183576	0.003824998	0.006197609	0.007702711	0.008412134	0.007664199	0.010115303	0.008112269	0.006553756	0.015126868	0.005003387	0.045996718	0.01005896	0.009639744	0.004303874	0.003868632	0.00795118	0.00631204	0.005091574	0.00559432	0.00590953	0.075643213	0.005279256	0.00637039	0.007779829	0.007307795	0.00545209	0.003544034
TCGA-AP-A1E1-01A	0.10137771	0.008092507	0.005468687	0.007059652	0.008735691	0.182451121	0.004866409	0.003590574	0.003739706	0.004545979	0.006661374	0.00639517	0.00236742	0.033531605	0.006167378	0.015775895	0.001601264	0.00818198	0.027096096	0.006380065	0.008741202	0.006911173	0.007571499	0.00635496	0.058373424	0.009425008	0.002974768	0.007858439	0.006285244	0.005799288	0.016004461	0.002626119	0.003542164	0.008316196	0.00570501	0.005580127	0.01208879	0.00942662	0.005561043	0.00667612	0.004437935	0.006119289	0.013487694	0.005762066	0.006285221	0.004825116	0.010962012	0.005605432	0.173574162	0.01010952	0.012093505	0.005009887	0.002351373	0.003126539	0.011933473	0.004924323	0.002626263	0.013708667	0.043613604	0.002085588	0.002699788	0.004425334	0.003961636	0.004764666	0.001598968
TCGA-BG-A221-01A	0.270051923	0.002458493	0.002251241	0.001738703	0.003126247	0.141409225	0.003821605	0.00295816	0.00158798	0.002463449	0.001698533	0.002903742	0.001117161	0.013518206	0.008481011	0.008679312	0.001001436	0.00454094	0.015057026	0.002630909	0.004183393	0.004312477	0.0015478	0.005570603	0.034797873	0.018544088	0.00152289	0.016460723	0.00137172	0.002886983	0.13856753	0.001028389	0.001298186	0.00139912	0.004177292	0.002725258	0.005186119	0.004149179	0.001507625	0.002197793	0.001337255	0.003769725	0.003638988	0.001962095	0.002054579	0.001927049	0.0060186	0.001827851	0.108643663	0.002954821	0.005658137	0.001309005	0.000661439	0.001554681	0.001748734	0.001665579	0.000802491	0.002468102	0.096228822	0.001229521	0.001061958	0.001924856	0.001904369	0.00199969	0.000717646
TCGA-BG-A0MQ-01A	0.161979882	0.004064702	0.008675616	0.00654222	0.011544489	0.086633252	0.005717974	0.006305213	0.003999431	0.006388374	0.007464839	0.009220416	0.002712199	0.017426748	0.009104793	0.013935121	0.002648996	0.008608689	0.011222525	0.006562518	0.005597775	0.005269999	0.004652434	0.012862438	0.02352153	0.041326699	0.012173308	0.011178336	0.00471019	0.009643302	0.028262581	0.006180585	0.004295954	0.005546417	0.011672814	0.006398386	0.017256116	0.011427465	0.003640285	0.007489044	0.003752122	0.015515545	0.006572119	0.006806422	0.008027949	0.005080127	0.015131887	0.002813371	0.210098961	0.007790489	0.00953285	0.003731549	0.002905574	0.006835632	0.004954202	0.004414265	0.002996074	0.004597453	0.030130824	0.00250033	0.003086734	0.005138296	0.005653464	0.006374941	0.001695165
TCGA-B5-A11G-01A	0.048490382	0.003740668	0.007862353	0.004112968	0.008691117	0.062589324	0.007893478	0.010227079	0.004875226	0.013109735	0.005042227	0.008662092	0.003585141	0.005202381	0.007851689	0.075010475	0.002258242	0.003547403	0.068650397	0.005881154	0.020055404	0.009168657	0.003789384	0.009171157	0.006583901	0.038673061	0.004987913	0.012549298	0.003720335	0.00841382	0.214361022	0.005271815	0.003204277	0.003255766	0.007879394	0.00695268	0.006291586	0.01317253	0.015613588	0.004507933	0.003131944	0.01466222	0.003058869	0.006490888	0.005913953	0.007027167	0.008003501	0.004814359	0.012589375	0.003237284	0.033661572	0.005378597	0.001710467	0.002653189	0.006379701	0.005949023	0.002400203	0.006827356	0.088876499	0.003123876	0.003355133	0.006591333	0.005187692	0.002205914	0.001862835
TCGA-AP-A0LP-01A	0.153419735	0.004714586	0.007914343	0.006923681	0.012148051	0.174840727	0.006267557	0.00611574	0.004424636	0.006104883	0.005436609	0.006469523	0.003395987	0.011966855	0.012691783	0.015820769	0.015115055	0.007989593	0.016822132	0.016602359	0.005370415	0.002892671	0.005773933	0.013732453	0.043035804	0.00893989	0.003264628	0.015700724	0.008784137	0.007498474	0.01540911	0.004106975	0.003678908	0.006444024	0.010280321	0.005721095	0.026370368	0.020057267	0.003100663	0.00450864	0.004749731	0.018249712	0.007355053	0.011705088	0.008485414	0.006529529	0.012677028	0.007835788	0.088618542	0.008863205	0.013613642	0.005675427	0.00551119	0.005638018	0.005963424	0.008234467	0.006487763	0.007586371	0.022205268	0.003893599	0.003917399	0.009496491	0.009781136	0.003661272	0.003410339
TCGA-DI-A0WH-01A	0.087839933	0.00493056	0.006546692	0.005374902	0.010713667	0.132423432	0.006815741	0.008214165	0.002916776	0.006608972	0.005604944	0.003719507	0.002802157	0.017039843	0.014342277	0.049314298	0.001834657	0.005840653	0.022768039	0.010493169	0.004101246	0.002029131	0.003782989	0.01959136	0.044740933	0.058065374	0.004650559	0.019872716	0.003465985	0.006901108	0.060854744	0.00341226	0.002123206	0.003871065	0.010683221	0.006901382	0.016372499	0.014090936	0.004704766	0.006207673	0.003164356	0.007079895	0.006772317	0.006368702	0.005365104	0.004101618	0.012926944	0.002085728	0.16169473	0.006676902	0.007260272	0.00304997	0.003209717	0.004312961	0.004333637	0.00361013	0.002619214	0.005352787	0.027094933	0.002509629	0.002954393	0.006022363	0.004985223	0.00227294	0.001607992
TCGA-AX-A1C9-01A	0.537800663	0.001422697	0.002121212	0.002050482	0.003334945	0.13720607	0.003244201	0.003960122	0.001441914	0.002569165	0.001804841	0.002099958	0.001112101	0.019849684	0.00312059	0.007984272	0.000739125	0.003577694	0.011468623	0.002218461	0.002380776	0.003173309	0.001963497	0.003949553	0.023287361	0.014672494	0.001392301	0.004028221	0.002225035	0.002384845	0.014077333	0.00175996	0.001471423	0.002164283	0.006510326	0.002127421	0.003188291	0.011629926	0.00230732	0.001946084	0.001591357	0.003143378	0.002852698	0.001723142	0.002139506	0.001813372	0.003956309	0.001622476	0.063429258	0.002866851	0.006984082	0.001961391	0.001964772	0.001695375	0.002706027	0.001821283	0.001930932	0.002809772	0.02846114	0.001012598	0.001514616	0.001926333	0.001814058	0.001671764	0.000820934
TCGA-A5-A0G9-01A	0.114089494	0.014370217	0.008477813	0.008991622	0.013326939	0.063551642	0.012598647	0.005639472	0.005710207	0.007173488	0.0180046	0.007166557	0.003777938	0.041661878	0.006823452	0.015356591	0.002727402	0.018231123	0.028467195	0.015941108	0.006369825	0.009680803	0.010630482	0.009104641	0.037996196	0.011744796	0.006976983	0.007446528	0.010954407	0.015268057	0.025026359	0.006067232	0.004150285	0.013185882	0.011041811	0.005704649	0.029152912	0.017732774	0.045501861	0.006602141	0.00701316	0.007337661	0.004834298	0.00658576	0.009372961	0.006683022	0.014266176	0.003915086	0.116508773	0.005518573	0.010316485	0.006699918	0.002366275	0.002303811	0.012124452	0.00701777	0.003635161	0.004171643	0.034953378	0.003267025	0.004818863	0.007125255	0.006945763	0.006442362	0.003350362
